id,lnannualrt,exper,tenure,female,hours_cat,ethnicgrp_cat,ratingfill_cat,hosp_cat,jobfunc_cat,jobsubfunc_cat,year,annualrt
73409,10.9665966,32.15616608,14.77260303,0,1,WHITE,NA,Hospital A,Finance,Coders,2015,57907.17656
51348,10.65418625,16.4876709,0.046575341,1,1,BLACK,NA,HQ,Finance,Other,2015,42369.59347
57354,10.52882671,29.02191925,0.660273969,0,1,BLACK,NA,Hospital C,Finance,Other,2015,37377.59402
46836,10.4083271,5.079452515,2.416438341,0,1,BLACK,NA,HQ,Finance,Other,2015,33134.39357
59345,10.26985168,16.02739716,0.331506848,1,1,BLACK,NA,Hospital B,Finance,Other,2015,28849.60801
61222,10.52436543,15.21643829,0.312328756,1,1,WHITE,NA,HQ,Finance,Other,2015,37211.21321
87429,10.55681229,25.76986313,2.92328763,1,1,BLACK,KC,Hospital B,Finance,Other,2015,38438.40182
60875,11.31007481,33.43561554,11.05479431,0,1,WHITE,KC,Hospital B,Finance,Subject Ma,2015,81640.01545
48037,10.41769981,9.052055359,5.1095891,1,1,BLACK,KC,HQ,Finance,Other,2015,33446.41262
39386,10.39632797,13.37534332,0.249315068,1,1,WHITE,NA,HQ,Finance,Other,2015,32739.18549
41918,10.24281311,12.35342407,1.350684881,1,1,WHITE,KC,Hospital A,Finance,Other,2015,28080.00708
51211,10.37514019,31.5123291,4.476712227,1,1,WHITE,RM,HQ,Finance,Other,2015,32052.8118
74115,10.59190369,26.70959091,2.463013649,1,1,WHITE,KC,HQ,Finance,Other,2015,39811.20509
43215,10.4127121,16.64931488,3.400000095,1,1,WHITE,KC,Hospital A,Finance,Other,2015,33280.00673
69229,10.90778923,29.35068512,6.989041328,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,54600.00375
85763,10.29125023,22.19451904,0.331506848,1,1,BLACK,NA,HQ,Finance,Other,2015,29473.60007
50179,10.65320396,38.44657516,20.5863018,1,1,WHITE,KC,HQ,Finance,Coders,2015,42327.99491
75972,10.4127121,30.75616455,0.96712327,1,1,WHITE,KC,HQ,Finance,Other,2015,33280.00673
43381,10.43740463,10.51506805,1.369863033,1,1,WHITE,KC,HQ,Finance,Other,2015,34112.00427
81809,11.31566429,19.04657364,12.20547962,1,1,WHITE,KC,Hospital D,Finance,Coders,2015,82097.6188
91816,11.27586555,7.257534027,0.230136991,1,1,BLACK,NA,HQ,Finance,Management,2015,78894.40208
75847,10.37091255,31.41917801,0.676712334,1,1,BLACK,NA,HQ,Finance,Other,2015,31917.59014
71669,10.58928776,40.70410919,19.97260284,1,1,WHITE,RM,HQ,Finance,Other,2015,39707.19791
86874,11.31007481,42.12054825,9.482192039,1,1,WHITE,KC,HQ,Finance,Management,2015,81640.01545
71168,10.60384846,22.44383621,10.11506844,1,1,WHITE,KC,Hospital D,Finance,Other,2015,40289.59223
80028,10.53824234,16.81643677,5.147945404,1,1,WHITE,RM,Hospital A,Finance,Other,2015,37731.18954
64873,10.66851616,26.07397079,13.73972607,1,1,WHITE,KC,HQ,Finance,Other,2015,42981.11702
57434,10.8404274,41.71780777,23.25205421,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,51043.18911
82044,10.5845623,42.43013763,14.74520588,1,1,BLACK,RM,HQ,Finance,Other,2015,39520.00592
78100,11.1332922,22.58904266,2.578082085,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,68411.22499
91954,10.67122269,35.4931488,31.11506844,1,1,BLACK,BE,Hospital A,Finance,Other,2015,43097.60417
83798,10.55789375,25.29315186,7.449315071,1,1,WHITE,KC,HQ,Finance,Other,2015,38479.99416
36701,10.38096333,16.65479279,4.726027489,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
62395,10.26985168,5.241096497,4.28493166,1,1,BLACK,KC,HQ,Finance,Other,2015,28849.60801
39148,11.4917593,22.18904114,2.884931564,0,1,WHITE,RM,HQ,Finance,Management,2015,97905.62664
65220,10.40644264,15.29589081,5.339725971,1,0,WHITE,RM,Hospital B,Finance,Other,2015,33072.01192
54737,10.65320396,36.58356094,7.641096115,1,1,WHITE,KC,HQ,Finance,Other,2015,42327.99491
50366,10.35349274,8.293149948,1.082191825,1,1,WHITE,KC,HQ,Finance,Other,2015,31366.40632
43219,10.65761662,38.84383392,4.15342474,1,1,BLACK,KC,HQ,Finance,Other,2015,42515.18628
58282,10.46447372,29.47671127,2.673972607,0,1,BLACK,KC,HQ,Finance,Other,2015,35047.99632
92484,11.26739311,25.55890274,1.120547891,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,78228.79742
44234,10.84164906,41.57534409,21.96438408,1,1,BLACK,RM,HQ,Finance,Other,2015,51105.58448
38171,10.37058735,43.38082123,5.742465973,1,1,BLACK,RM,HQ,Finance,Other,2015,31907.21213
59963,10.31702709,8.147945404,0.512328744,1,1,BLACK,NA,Hospital A,Finance,Other,2015,30243.21352
75255,10.22788715,16.02739716,3.345205545,1,1,WHITE,NA,Hospital A,Finance,Other,2015,27663.9985
60690,10.34817314,40.30685043,9.750684738,1,1,WHITE,RM,Hospital A,Finance,Other,2015,31199.99275
46744,10.54374027,42.84109497,2.504109621,1,1,WHITE,KC,HQ,Finance,Other,2015,37939.20437
52573,11.57742405,21.35616302,11.56712341,1,1,WHITE,RM,Hospital A,Finance,Management,2015,106662.4068
90814,10.35349274,9.553424835,4.361643791,1,1,BLACK,KC,HQ,Finance,Other,2015,31366.40632
87460,10.50972557,33.59999847,5.090411186,1,1,BLACK,KC,HQ,Finance,Other,2015,36670.41473
67909,11.19803905,46.5068512,12.45479488,1,1,BLACK,KC,Hospital D,Finance,Coders,2015,72987.17756
36857,10.36797619,43.67671204,2.501369953,1,1,BLACK,KC,Hospital D,Finance,Other,2015,31824.00597
80702,11.1714716,39.7534256,17.59452057,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,71073.62537
49846,10.53215981,32.43287659,11.77260303,1,1,BLACK,KC,HQ,Finance,Other,2015,37502.38483
88846,10.9422369,7.547945023,1.597260237,1,1,ASIAN,RM,HQ,Finance,Management,2015,56513.61719
87818,10.9422369,13.34794426,1.983561635,1,1,WHITE,KC,HQ,Finance,Coders,2015,56513.61719
41612,10.35282898,26.76164246,8.926027298,1,1,WHITE,KC,HQ,Finance,Other,2015,31345.59355
57788,10.35349274,27.40821838,0.410958916,1,1,WHITE,NA,HQ,Finance,Other,2015,31366.40632
48173,11.50505447,24.69588852,11.74520588,1,1,WHITE,RM,Hospital B,Finance,Management,2015,99215.9904
42620,10.65565777,34.89315033,5.62739706,1,1,WHITE,KC,HQ,Finance,Other,2015,42431.98705
90158,11.45937252,16.29040909,0.356164396,1,1,WHITE,NA,HQ,Finance,Management,2015,94785.57559
53426,10.55681229,9.082191467,0.142465755,1,1,WHITE,NA,HQ,Finance,Other,2015,38438.40182
73564,10.53215981,29.22739792,15.81095886,0,1,WHITE,KC,HQ,Finance,Other,2015,37502.38483
67389,10.44166374,19.62739563,2.041095972,1,1,WHITE,KC,HQ,Finance,Other,2015,34257.60086
67226,10.38096333,8.915067673,8.06301403,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
83301,10.63335228,16.04109573,1.408219218,0,1,WHITE,RM,HQ,Finance,Other,2015,41495.99849
90347,10.4127121,4.449314117,0.816438377,1,1,BLACK,NA,HQ,Finance,Other,2015,33280.00673
74956,11.10178852,41.80273819,13.16438389,1,1,WHITE,KC,Hospital A,Finance,Coders,2015,66289.61456
71261,10.50802231,22.69314957,1.465753436,1,1,BLACK,KC,Hospital A,Finance,Other,2015,36608.00855
65502,10.72111511,16.81643677,0.046575341,1,1,ASIAN,NA,HQ,Finance,Coders,2015,45302.39194
72600,10.63084316,25.87397385,10.47945213,1,1,WHITE,KC,HQ,Finance,Other,2015,41392.01068
65963,10.4127121,33.69314957,20.66301346,1,1,BLACK,KC,Hospital A,Finance,Other,2015,33280.00673
49469,10.42018414,29.88492966,11.5835619,1,1,WHITE,KC,HQ,Finance,Other,2015,33529.60757
47470,10.43496227,6.747945786,1.808219194,1,1,MULTI,KC,HQ,Finance,Other,2015,34028.79213
51492,11.18455505,25.15616608,5.106849194,1,1,BLACK,KC,HQ,Finance,Management,2015,72009.62385
43112,11.44834042,20.50959015,16.2712326,1,1,WHITE,RM,Hospital A,Finance,Management,2015,93745.63811
39350,10.54264355,26.70959091,3.536986351,1,1,WHITE,KC,HQ,Finance,Other,2015,37897.61829
90572,10.80728436,17.56438446,12.09041119,1,1,WHITE,KC,HQ,Finance,Coders,2015,49379.18979
91600,10.23343563,40.30685043,5.26301384,1,1,WHITE,KC,HQ,Finance,Other,2015,27817.91818
50957,10.65761662,41.49863052,0.331506848,1,1,WHITE,NA,HQ,Finance,Other,2015,42515.18628
49867,10.33448029,14.33698654,6.75890398,1,1,BLACK,KC,HQ,Finance,Other,2015,30775.68735
60627,11.35637474,38.31232834,8.035616875,1,1,WHITE,RM,Hospital B,Finance,Coders,2015,85508.81428
74823,11.24995899,23.58904266,8.446575165,1,1,WHITE,KC,HQ,Finance,Management,2015,76876.76714
79058,10.65320396,42.2657547,37.30958939,1,1,WHITE,NA,HQ,Finance,Other,2015,42327.99491
38424,11.07411003,34.89315033,1.887671232,0,1,WHITE,KC,HQ,Finance,Subject Ma,2015,64479.97769
66778,10.42821598,5.605480194,4.28493166,1,1,BLACK,RM,HQ,Finance,Other,2015,33799.99659
85424,11.25643158,35.4931488,23.65479469,1,1,ASIAN,KC,Hospital B,Finance,Coders,2015,77375.97258
92529,10.9422369,38.20273972,11.09315109,1,1,WHITE,RM,HQ,Finance,Coders,2015,56513.61719
42362,10.84164906,42.59725952,23.25205421,1,1,WHITE,KC,HQ,Finance,Other,2015,51105.58448
80215,10.47333622,9.241096497,7.756164551,1,1,BLACK,KC,HQ,Finance,Other,2015,35359.9895
36202,10.4453001,30.80548096,0.501369834,1,1,WHITE,NA,HQ,Finance,Other,2015,34382.40061
61473,10.53437614,34.90958786,18.86027336,1,1,BLACK,KC,Hospital B,Finance,Other,2015,37585.59501
48388,11.52477455,21.82465744,2.884931564,1,1,WHITE,KC,HQ,Finance,Management,2015,101191.9565
92313,10.86617279,12.77260208,4.268493176,0,1,BLACK,KC,HQ,Finance,Subject Ma,2015,52374.37849
43869,10.94554329,35.89315033,11.05479431,1,1,ASIAN,KC,Hospital B,Finance,Coders,2015,56700.78244
48359,10.83224392,44.16164398,36.14520645,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,50627.18274
52860,11.28059959,12.77260208,3.745205402,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,79268.77674
87754,10.98827171,21.52054977,13.26575375,1,1,BLACK,KC,Hospital A,Finance,Coders,2015,59176.02249
58069,11.38112068,17.47397232,12.09041119,0,1,WHITE,RM,Hospital A,Finance,Coders,2015,87651.20883
57483,10.81776047,24.83287811,2.92328763,0,1,WHITE,KC,HQ,Finance,Subject Ma,2015,49899.21088
42349,11.68492699,41.92602921,12.26301384,0,0,WHITE,KC,Hospital A,Finance,Management,2015,118767.9641
72254,10.93484879,26.61917877,5.723287582,1,1,WHITE,KC,HQ,Finance,Coders,2015,56097.62668
66290,10.87840939,28.95890427,3.515068531,1,1,WHITE,KC,Hospital A,Finance,Coders,2015,53019.19971
72279,10.96875,28.48219299,12.68493176,1,1,WHITE,RM,HQ,Finance,Subject Ma,2015,58032.00804
47252,10.44771671,20.63287735,0.430136979,1,1,BLACK,NA,HQ,Finance,Other,2015,34465.58996
71235,11.57742405,17.59452057,4.687671185,1,1,WHITE,RM,HQ,Finance,Management,2015,106662.4068
72462,10.58928776,42.76712418,27.91232872,1,1,WHITE,RM,Hospital A,Finance,Other,2015,39707.19791
59950,10.67795658,23.06301498,6.375342369,1,1,BLACK,KC,HQ,Finance,Other,2015,43388.79821
80947,11.14176941,27.45479584,8.139725685,0,1,BLACK,KC,HQ,Finance,Management,2015,68993.62646
41618,11.30777931,19.25479507,8.369862556,1,1,BLACK,KC,HQ,Finance,Management,2015,81452.82621
59667,10.26326847,38.71506882,6.049314976,1,1,WHITE,KC,Hospital A,Finance,Other,2015,28660.30865
89743,10.41832066,10.30684853,5.339725971,1,1,WHITE,KC,HQ,Finance,Other,2015,33467.18401
80446,10.83879662,32.15616608,14.38904095,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,50960.01658
75389,10.8102293,28.47671127,2.594520569,0,1,WHITE,KC,HQ,Finance,Management,2015,49524.82319
65050,10.35150146,11.81643867,0.219178081,1,1,BLACK,NA,HQ,Finance,Other,2015,31304.00942
49199,10.25532722,46.0684967,9.654794693,1,1,BLACK,BE,Hospital D,Finance,Other,2015,28433.61141
56227,10.19112968,29.44657516,3.690410852,1,0,BLACK,KC,Hospital B,Finance,Other,2015,26665.60161
40643,10.40776253,16.61917877,0.690410972,1,1,WHITE,NA,HQ,Finance,Other,2015,33115.692
87605,10.66347027,24.7780838,0.564383566,1,1,WHITE,NA,HQ,Finance,Other,2015,42764.78524
89002,11.13177013,38.31232834,29.69589043,1,1,WHITE,KC,HQ,Finance,Other,2015,68307.17792
55717,10.93965721,21.35616302,12.09041119,1,1,WHITE,KC,Hospital D,Finance,Coders,2015,56368.01751
55724,10.60488033,38.64657593,17.08219147,1,1,WHITE,KC,HQ,Finance,Other,2015,40331.18754
64835,10.34817314,13.46575356,1.405479431,1,1,BLACK,KC,HQ,Finance,Other,2015,31199.99275
64894,10.71789646,42.84109497,13.71232891,1,1,BLACK,KC,Hospital B,Finance,Subject Ma,2015,45156.81377
91075,10.40644264,18.40274048,11.93698597,1,1,WHITE,RM,Hospital A,Finance,Other,2015,33072.01192
39980,10.85899925,34.45753479,12.16438389,1,1,BLACK,KC,Hospital D,Finance,Coders,2015,52000.01325
67869,11.17439365,30.81643677,16.82739639,1,1,WHITE,RM,Hospital C,Finance,Management,2015,71281.61036
82957,10.80433178,50.46027374,12.45479488,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,49233.60902
51730,11.13693333,12.46575356,0.816438377,1,1,BLACK,NA,HQ,Finance,Subject Ma,2015,68660.7731
74596,10.36993504,32.67397308,5.317808151,0,1,BLACK,KC,HQ,Finance,Other,2015,31886.40542
74184,10.54154491,30.72054672,0.238356158,1,1,BLACK,NA,HQ,Finance,Other,2015,37856.00558
79598,10.63435459,37.96164322,14.14246559,1,1,WHITE,RM,HQ,Finance,Other,2015,41537.61127
50866,10.38096333,30.2219162,1.04383564,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
61559,10.28842354,43.3698616,9.117808342,1,1,WHITE,KC,Hospital A,Finance,Other,2015,29390.40496
62666,10.55681229,33.84383392,4.383561611,1,1,WHITE,KC,Hospital A,Finance,Other,2015,38438.40182
47806,10.41146088,37.8520546,10.17260265,1,1,BLACK,KC,HQ,Finance,Other,2015,33238.39214
51184,10.36535835,33.12602615,7.391780853,1,1,WHITE,KC,HQ,Finance,Other,2015,31740.80489
47837,10.40769958,32.05753326,0.526027381,1,1,BLACK,NA,HQ,Finance,Other,2015,33113.60768
72969,10.17381954,4.572603226,0.276712328,1,1,WHITE,NA,HQ,Finance,Other,2015,26207.98834
90774,10.38096333,15.29589081,1.369863033,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
39418,10.33610058,30.74246597,12.77260303,1,0,WHITE,KC,Hospital B,Finance,Other,2015,30825.5934
49521,10.4656601,37.8520546,6.586301327,1,1,BLACK,KC,Hospital B,Finance,Other,2015,35089.60091
83484,10.23612404,9.150684357,5.008219242,1,1,WHITE,KC,Hospital A,Finance,Other,2015,27892.80471
90360,10.63285065,22.38630295,11.56712341,1,1,WHITE,KC,HQ,Finance,Other,2015,41475.18796
37332,10.58666515,34.33698654,7.58356142,1,1,WHITE,KC,HQ,Finance,Other,2015,39603.19808
92029,10.75630188,14.21643829,0.046575341,1,1,WHITE,NA,HQ,Finance,Coders,2015,46924.81317
67337,10.55735302,16.29040909,1.654794574,1,1,WHITE,BE,HQ,Finance,Other,2015,38459.19237
63171,10.56918144,30.15616608,6.375342369,0,1,WHITE,KC,HQ,Finance,Other,2015,38916.80503
45427,10.20199108,8.928766251,3.709589005,1,0,WHITE,KC,Hospital A,Finance,Other,2015,26956.80587
68002,11.82186794,38.31232834,17.08219147,1,1,BLACK,RM,Hospital D,Finance,Management,2015,136198.4024
39697,10.8260622,37.02739716,0.331506848,1,1,WHITE,NA,HQ,Finance,Coders,2015,50315.18516
39711,10.40329266,24.77534103,0.430136979,1,1,WHITE,NA,HQ,Finance,Other,2015,32967.99944
46106,10.75939941,32.7534256,1.312328815,1,1,WHITE,RM,HQ,Finance,Other,2015,47070.38973
75539,10.43740463,41.95616531,18.86027336,1,1,BLACK,BE,HQ,Finance,Other,2015,34112.00427
67547,10.42328072,26.54794693,1.849315047,1,1,BLACK,BE,Hospital C,Finance,Other,2015,33633.59562
37556,11.48258209,28.12876892,20.69862938,0,1,WHITE,KC,HQ,Finance,Management,2015,97011.23663
72237,10.54975319,25.70137024,1.791780829,1,1,WHITE,KC,Hospital A,Finance,Other,2015,38168.01687
78744,10.4238987,9.071233749,2.712328672,1,1,WHITE,RM,HQ,Finance,Other,2015,33654.38696
62698,10.33677578,10.40547943,4.610959053,1,1,WHITE,KC,HQ,Finance,Other,2015,30846.41391
77686,10.26985168,9.884931564,9.156164169,1,0,A,KC,Hospital B,Finance,Other,2015,28849.60801
61909,10.39632797,26.23835754,8.328766823,1,1,BLACK,BE,HQ,Finance,Other,2015,32739.18549
55052,10.38611126,21.69314957,3.690410852,1,1,WHITE,KC,HQ,Finance,Other,2015,32406.4015
38292,10.37058735,31.68493271,10.24931526,1,1,BLACK,KC,HQ,Finance,Other,2015,31907.21213
61435,11.62651157,26.63835526,0.816438377,0,1,WHITE,NA,HQ,Finance,Management,2015,112028.8351
65619,11.28086185,46.5068512,45.78630066,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,79289.56853
91629,10.34883976,11.06301308,0.600000024,1,1,BLACK,NA,HQ,Finance,Other,2015,31220.79817
79650,10.43128872,29.37808228,0.545205474,1,1,BLACK,NA,HQ,Finance,Other,2015,33904.01487
81143,11.60150719,30.30136871,3.117808104,1,1,WHITE,KC,HQ,Finance,Management,2015,109262.354
63739,10.32865047,18.18082047,0.986301363,1,1,WHITE,KC,HQ,Finance,Other,2015,30596.79288
53701,10.33136654,8.928766251,7.871232986,1,1,WHITE,KC,HQ,Finance,Other,2015,30680.0087
79984,10.58034325,16.81643677,8.06301403,1,1,WHITE,KC,HQ,Finance,Other,2015,39353.62008
78583,10.6893959,61.65205383,8.120548248,1,1,BLACK,KC,Hospital D,Finance,Other,2015,43887.98645
84296,11.87393951,36.24931335,14.81369877,0,1,WHITE,RM,HQ,Finance,Management,2015,143478.3618
83135,10.65271282,14.44657516,0.238356158,1,1,WHITE,NA,HQ,Finance,Other,2015,42307.21094
60663,10.58403587,39.53150558,3.843835592,1,1,WHITE,RM,Hospital A,Finance,Other,2015,39499.20695
88192,10.39524746,41.03287506,13.04657555,1,0,BLACK,KC,Hospital D,Finance,Other,2015,32703.82948
73510,10.58876419,12.77260208,2.117808104,1,1,WHITE,KC,HQ,Finance,Other,2015,39686.41397
85396,10.36862946,26.37534332,7.331506729,1,1,WHITE,KC,HQ,Finance,Other,2015,31844.80233
59895,10.48909378,5.605480194,1.293150663,1,1,WHITE,KC,HQ,Finance,Other,2015,35921.58979
77496,11.09612465,42.59725952,14.87123299,1,1,WHITE,KC,Hospital A,Finance,Subject Ma,2015,65915.21995
64323,10.55247402,52.2712326,33.60821915,1,1,BLACK,KC,Hospital C,Finance,Other,2015,38272.00707
64556,10.61361027,47.76712036,27.72054863,1,1,WHITE,RM,Hospital B,Finance,Other,2015,40684.81751
48922,10.25092793,12.87123299,0.276712328,1,1,BLACK,NA,Hospital A,Finance,Other,2015,28308.79818
40015,10.77692127,47.26301575,3.498630047,1,1,BLACK,KC,Hospital D,Finance,Coders,2015,47902.41848
75123,10.80136967,47.76712036,33.60821915,1,1,MULTI,RM,Hospital C,Finance,Other,2015,49087.98931
86507,10.72111511,31.90958786,0.816438377,1,1,BLACK,NA,HQ,Finance,Coders,2015,45302.39194
61459,11.64836502,21.33698654,8.389040947,1,1,WHITE,KC,Hospital A,Finance,Management,2015,114503.9983
63745,10.92028236,11.11506844,3.479452133,1,1,WHITE,RM,HQ,Finance,Subject Ma,2015,55286.40762
55296,10.58034325,42.22739792,27.91232872,1,1,WHITE,KC,HQ,Finance,Other,2015,39353.62008
38805,10.48445129,6.969863892,6.126027584,1,1,BLACK,KC,HQ,Finance,Other,2015,35755.21079
58496,10.40329266,5.079452515,0.832876742,0,1,BLACK,NA,HQ,Finance,Other,2015,32967.99944
58781,10.52715588,33.38082123,5.090411186,1,1,WHITE,KC,HQ,Finance,Other,2015,37315.19428
37606,10.09971237,12.35342407,6.230136871,1,1,WHITE,KC,Hospital B,Finance,Other,2015,24336.0087
50698,10.30873966,2.463014603,4.726027489,1,1,WHITE,KC,Hospital A,Finance,Other,2015,29993.61073
82487,10.38096333,8.838356018,1.082191825,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
55113,10.3279705,42.41643906,8.676712036,1,1,WHITE,KC,Hospital A,Finance,Other,2015,30575.99506
59872,10.41832066,44.13150787,18.73972511,1,1,BLACK,KC,Hospital A,Finance,Other,2015,33467.18401
85397,10.4238987,31.21096039,1.504109621,1,1,BLACK,BE,HQ,Finance,Other,2015,33654.38696
47850,10.55193043,42.76712418,16.75068474,1,1,WHITE,KC,HQ,Finance,Other,2015,38251.20827
45875,11.31566429,28.94246674,3.805479527,1,1,WHITE,RM,Hospital A,Finance,Subject Ma,2015,82097.6188
83921,10.17667294,7.128767014,0.331506848,1,1,WHITE,NA,HQ,Finance,Other,2015,26282.87684
50048,10.54975319,54.9315033,9.17534256,1,1,WHITE,KC,Hospital A,Finance,Other,2015,38168.01687
50341,10.50802231,30.04383469,0.161643833,1,1,BLACK,NA,HQ,Finance,Other,2015,36608.00855
47283,10.18588924,27.40821838,0.501369834,1,1,BLACK,NA,Hospital D,Finance,Other,2015,26526.22762
51017,11.63538361,47.26301575,13.04931545,0,1,WHITE,KC,HQ,Finance,Management,2015,113027.1807
72945,10.49946308,14.16438293,1.002739668,1,1,BLACK,KC,HQ,Finance,Other,2015,36296.00944
92232,10.31702709,46,28.18356133,1,1,WHITE,KC,Hospital A,Finance,Other,2015,30243.21352
37202,10.51029205,38.5369873,8.753424644,1,1,WHITE,KC,HQ,Finance,Other,2015,36691.19376
38363,11.4917593,29.22739792,18.15068436,1,1,WHITE,RM,HQ,Finance,Management,2015,97905.62664
65129,10.64431953,33.03287506,0.909589052,1,1,ASIAN,KC,Hospital A,Finance,Other,2015,41953.6004
77789,10.27111244,16.31781006,1.523287654,1,1,WHITE,KC,Hospital A,Finance,Other,2015,28886.0033
68079,11.37206173,28.66301346,15.81095886,1,1,BLACK,BE,Hospital C,Finance,Subject Ma,2015,86860.7664
62150,10.77908993,26.18082047,20.64383507,1,1,WHITE,KC,HQ,Finance,Other,2015,48006.41504
41882,10.52938271,11.27397346,0.276712328,1,1,WHITE,NA,HQ,Finance,Other,2015,37398.38145
49219,11.15880775,36.48493195,9.652054787,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,70179.23542
80457,10.71189022,42.96712494,0.408219188,0,1,WHITE,NA,HQ,Finance,Coders,2015,44886.40396
39206,10.74336338,21.78356171,10.19178104,1,1,WHITE,KC,HQ,Finance,Other,2015,46321.58733
82316,11.10178852,20.50959015,14.8520546,1,1,ASIAN,KC,HQ,Finance,Subject Ma,2015,66289.61456
42667,10.53049469,27.99452209,6.619178295,1,1,WHITE,KC,Hospital B,Finance,Other,2015,37439.99099
84052,10.87762451,36.39451981,7.161643982,1,1,BLACK,KC,Hospital B,Finance,Coders,2015,52977.60265
73425,10.60694122,24.6109581,8.695890427,1,1,WHITE,KC,Hospital C,Finance,Other,2015,40414.39139
37608,10.41520882,20.52602768,1.427397251,1,1,WHITE,KC,HQ,Finance,Other,2015,33363.20138
64041,11.5525465,12.70137024,5.224657536,1,1,WHITE,RM,HQ,Finance,Management,2015,104041.6419
89995,10.87565994,33.8575325,23.65479469,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,52873.62666
75168,10.48561382,35.16438293,4.189041138,1,1,BLACK,KC,Hospital A,Finance,Other,2015,35796.80143
53855,10.36470222,36.2712326,8.695890427,1,0,WHITE,KC,Hospital A,Finance,Other,2015,31719.98569
72215,10.79797459,33.81643677,1.542465806,0,1,WHITE,KC,Hospital B,Finance,Other,2015,48921.61422
68851,10.52604103,22.82191849,2.635616541,1,1,WHITE,NA,HQ,Finance,Other,2015,37273.6168
86768,10.49946308,24.95068359,3.668493032,1,1,WHITE,KC,Hospital B,Finance,Other,2015,36296.00944
41575,11.48258209,21.75616455,5.723287582,1,1,WHITE,KC,HQ,Finance,Management,2015,97011.23663
86244,10.53049469,28.56712341,2.457534313,1,1,BLACK,KC,HQ,Finance,Other,2015,37439.99099
78679,10.77692127,10.15068436,0.775342464,0,1,WHITE,NA,HQ,Finance,Coders,2015,47902.41848
55666,11.25643158,17.56438446,2.594520569,1,1,HISPA,KC,HQ,Finance,Subject Ma,2015,77375.97258
90223,10.40139866,18.94246674,0.276712328,1,1,WHITE,NA,Hospital A,Finance,Other,2015,32905.61723
49993,10.33677578,14.00547791,2.942465782,1,1,WHITE,KC,HQ,Finance,Other,2015,30846.41391
64049,10.83059978,16.29040909,6.353424549,1,1,WHITE,RM,HQ,Finance,Coders,2015,50544.01323
84488,10.98827171,24.95068359,10.17260265,1,1,BLACK,NA,Hospital A,Finance,Coders,2015,59176.02249
76955,10.66880703,26.83835602,3.263013601,1,1,BLACK,KC,Hospital B,Finance,Coders,2015,42993.62078
63724,11.18455505,27.75616455,8.657534599,1,1,BLACK,KC,HQ,Finance,Management,2015,72009.62385
69269,10.40329266,17.75616455,5.358903885,1,1,BLACK,NA,HQ,Finance,Other,2015,32967.99944
49808,11.11519051,29.55890274,4.917808056,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,67184.00692
65179,10.49313927,8.358903885,0.739726007,1,1,WHITE,NA,HQ,Finance,Other,2015,36067.20443
65948,11.20542145,44.50410843,18.6849308,1,1,WHITE,KC,HQ,Finance,Management,2015,73527.99138
86716,10.40329266,41.43013763,10.30684948,1,1,WHITE,KC,Hospital A,Finance,Other,2015,32967.99944
70265,10.65761662,33.46027374,1.887671232,1,1,WHITE,BE,HQ,Finance,Other,2015,42515.18628
73023,10.49313927,16.74794388,5.397260189,1,1,WHITE,KC,Hospital A,Finance,Other,2015,36067.20443
65518,11.21779156,33.38082123,44.40000153,1,1,WHITE,BE,HQ,Finance,Management,2015,74443.18957
48900,10.86617279,22.38630295,6.24109602,1,1,ASIAN,RM,HQ,Finance,Coders,2015,52374.37849
82990,10.48445129,24.58356094,0.660273969,1,1,BLACK,NA,HQ,Finance,Other,2015,35755.21079
80366,10.09199047,30.99452209,0.430136979,1,1,WHITE,NA,HQ,Finance,Other,2015,24148.81213
84710,10.7756176,11.11506844,5.128767014,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,47840.01009
38914,10.32251358,6.238355637,0.446575344,1,1,BLACK,NA,Hospital A,Finance,Other,2015,30409.59858
43664,11.18455505,28.47671127,12.0712328,1,1,WHITE,KC,HQ,Finance,Management,2015,72009.62385
48591,10.52296638,58.38629913,48.66301346,1,1,WHITE,KC,HQ,Finance,Other,2015,37159.18962
59682,10.73252869,28.36164474,0.331506848,1,1,WHITE,NA,HQ,Finance,Coders,2015,45822.41618
64248,10.31427193,7.501369476,1.846575379,1,1,WHITE,KC,Hospital A,Finance,Other,2015,30160.00316
